english,tag,definition
want,verb,1. to have a desire or a wish for something/somebody 2. to need something 3. to need somebody to be present in the place or for the purpose mentioned
wanted,adjective,"being searched for by the police, in connection with a crime"
wanton,adjective,1. causing harm or damage deliberately and for no acceptable reason 2. behaving in a way that is thought to be immoral; thought to have many sexual partners
war-torn,adjective,a war-torn country or area is severely affected by the fighting that is taking place there
ward,noun,"1. a separate room or area in a hospital for people with the same type of medical condition 2. (in the UK) one of the areas into which a city or town is divided and which elects and is represented by a member of the local council 3. a person, especially a child, who is under the legal protection of a court or another person (called a guardian)"
warden,noun,"1. a person who is responsible for taking care of a particular place and making sure that the rules are obeyed 2. the person in charge of a prison 3. (especially in England), a title given to the head of some colleges and institutions"
warder,noun,a person who guards prisoners in a prison
wardrobe,noun,"1. a large cupboard for hanging clothes in, which is either a piece of furniture or (in British English) built into the wall 2. the clothes that a person has 3. the department in a theatre or television company that takes care of the clothes that actors wear"
wardroom,noun,"a room in a ship, especially a warship, where the officers live and eat"
wardship,noun,the fact of a child being cared for by a guardian (= a person who is not his or her parent) or of being protected by a court
warm,adjective,"1. at a fairly high temperature in a way that is pleasant, rather than being hot or cold 2. keeping you warm or staying warm in cold weather 3. showing enthusiasm, friendship or love"
warm-up,noun,"1. a short practice or a series of gentle exercises that you do to prepare yourself for doing a particular sport or activity 2. a short performance of music, comedy, etc. that is intended to prepare the audience for the main show"
warranty,noun,a written agreement in which a company selling something promises to repair or replace it if there is a problem within a particular period of time
warring,adjective,involved in a war
warrior,noun,"1. (especially in the past) a person who fights in a battle or war 2. a person who leads or takes part in a campaign for a political or social cause, especially in an aggressive way that other people think is bad "
wart,noun,"1. a small hard spot that grows on your skin and that is caused by a virus 2. a small hard spot like a wart on the bottom of the foot, which can be easily spread from person to person 3. including all the bad or unpleasant features of somebody/something"
