english,tag,definition
used,adjective,1. familiar with something because you do it or experience it often 2. that has belonged to or been used by somebody else before
username,noun,the name you use in order to be able to use a computer program or system
valuable,adjective,1. worth a lot of money 2. very useful or important
value,noun,1. how much something is worth in money or other goods for which it can be exchanged 2. how much something is worth compared with its price
various,adjective,1. several different 2. having many different features
vase,noun,"a container made of glass, etc., used for holding cut flowers or as an attractive object"
version,noun,"1. a form of something that is slightly different from an earlier form or from other forms of the same thing 2. a film, play, piece of music, etc. that is based on a particular piece of work but is in a different form, style or language"
victim,noun,"1. a person who has been attacked, injured or killed as the result of a crime, a disease, an accident, etc. 2. a person who has been tricked"
view,verb,"1. to think about somebody/something in a particular way 2. to look at something, especially when you look carefully"
viewer,noun,1. a person watching television or a video on the internet 2. a person who looks at or considers something
violent,adjective,1. involving or caused by physical force that is intended to hurt or kill somebody 2. showing or caused by very strong emotion
voicemail,noun,"an electronic system that can store phone messages, so that somebody can listen to them later"
volcano,noun,"a mountain with a large opening at the top through which gases and lava (= hot liquid rock) are forced out into the air, or have been in the past"
volunteer,verb,1. to offer to do something without being forced to do it or without getting paid for it 2. to suggest something or tell somebody something without being asked
volunteer,noun,1. a person who does a job without being paid for it 2. a person who offers to do something without being forced to do it
vote,verb,"1. to show formally by marking a paper, raising your hand, using a voting machine, etc. which person you want to win an election, or which plan or idea you support 2. to choose somebody/something for a position or an award by voting"
vote,noun,1. a formal choice that you make in an election or at a meeting in order to choose somebody or decide something 2. an occasion when a group of people vote on something
