english,tag,definition
vestige,noun,"1. a small part of something that still exists after the rest of it has stopped existing 2. usually used in negative sentences, to say that not even a small amount of something exists"
vestment,noun,a piece of clothing worn by a priest during church services
vicarious,adjective,"felt or experienced by watching or reading about somebody else doing something, rather than by doing it yourself"
viceroy,noun,(in the past) a person who was sent by a king or queen to govern a colony
vicissitude,noun,"one of the many changes and problems in a situation or in your life, that you have to deal with"
vigilance,noun,great care that is taken to notice any signs of danger or trouble
vigilant,adjective,very careful to notice any signs of danger or trouble
vignette,noun,"1. a short piece of writing or acting that clearly shows what a particular person, situation, etc. is like 2. a small picture or drawing, especially on the first page of a book"
vindicate,verb,"1. to prove that something is true or that you were right to do something, especially when other people had a different opinion 2. to prove that somebody is not guilty when they have been accused of doing something wrong or illegal; to prove that somebody is right about something"
virago,noun,an offensive word for a woman who is thought to be aggressive and trying to control people
virile,adjective,"1. strong and full of energy, especially sexual energy 2. having or showing the strength and energy that is considered typical of men"
visage,noun,a person’s face
viscount,noun,(in the UK) a nobleman of a rank below an earl and above a baron
vista,noun,"1. a beautiful view, for example, of the countryside, a city, etc. 2. a range of things that might happen in the future"
